"","LICENSE NUMBER","PROVIDER NAME","PROVIDER SERVICE TYPE","STREET ADDRESS","CITY","STATE","ZIP","COUNTY","ECC","CCRR","SCHOOL DISTRICT OPERATED PROGRAM","SCHOOL DISTRICT","QUALITY RATING","QUALITY RATING EFFECTIVE DATE","QUALITY RATING EXPIRATION DATE","CCCAP FISCAL AGREEMENT STATUS","CCCAP AUTHORIZATION STATUS","TOTAL LICENSED CAPACITY","LICENSED HOME CAPACITY","LICENSED CENTER INFANT CAPACITY","LICENSED CENTER TODDLER CAPACITY","LICENSED CENTER PRESCHOOL CAPACITY","LICENSED PRESCHOOL AND SCHOOL AGE CAPACITY","LICENSED SCHOOL AGE CAPACITY","LICENSED NYO CAPACITY","LICENSED RESIDENT CAMP CAPACITY","GOVERNING BODY"
"1996","102605","Blue Lake Preschool","Child Care Center","0189 JW DR STE C","Carbondale","CO","81623","Eagle","Rocky Mountain Early Childhood Council","Mountain Valley Developmental Svcs",FALSE,NA,5,2024-01-31,2027-09-30,TRUE,TRUE,114,0,10,20,0,84,0,0,0,NA
"1997","1538934","Primrose School of Denver Central Park","Child Care Center","2501 Syracuse ST","Denver","CO","80238","Denver","Denver's Early Childhood Council","Denver's ECC",FALSE,"Denver Public Schools",4,2023-06-30,2029-06-30,TRUE,FALSE,186,0,18,40,0,128,0,0,0,NA
"1998","97435","SCHLESSMAN FAMILY YMCA CHILD CENTER","Child Care Center","2625 S Colorado BLVD","Denver","CO","80210","Denver","Denver's Early Childhood Council","Denver's ECC",FALSE,"Denver Public Schools",2,2025-11-10,2028-11-10,TRUE,TRUE,132,0,20,44,0,68,0,0,0,NA
"1999","1644098","RAISING DAISIES DAYCARE, INC.","Child Care Center","710 Bunyan AVE","Berthoud","CO","80513","Larimer","Early Childhood Council of Larimer County","ECC of Larimer County",FALSE,NA,3,2023-01-31,2027-09-30,TRUE,TRUE,54,0,7,13,0,34,0,0,0,NA
"2000","78581","FIRST UNITED METHODIST WEE CARE CENTER","Child Care Center","2005 Mullins AVE","Alamosa","CO","81101","Alamosa","Early Childhood Council of the San Luis Valley","ECC SLV",FALSE,"Alamosa School District",2,2025-05-21,2028-05-21,TRUE,TRUE,71,0,7,21,0,43,0,0,0,NA
"2001","4394","ROCKY MOUNTAIN CHILDRENS DISCOVERY","Child Care Center","710 S 8th ST","Canon city","CO","81212","Fremont","ECHO and Family Center Early Childhood Council","Childrens First",FALSE,"RE-1",4,2025-05-30,2030-04-01,TRUE,TRUE,97,0,10,21,0,66,0,0,0,NA
"2002","43525","LITTLE ANGEL'S DAYCARE","Child Care Center","13963 E Exposition","Aurora","CO","80012","Arapahoe","Arapahoe County Early Childhood Council","Child Care Innovations",FALSE,"Aurora",4,2023-07-31,2027-09-30,TRUE,TRUE,177,0,20,20,0,137,0,0,0,NA
"2003","1554318","Rocky Mountain Preschool of Willow Creek","Child Care Center","8100 S Quebec St. #B5","Centennial","CO","80112","Arapahoe","Arapahoe County Early Childhood Council","Child Care Innovations",FALSE,"CHERRY CREEK 5",5,2024-11-30,2027-11-30,TRUE,TRUE,144,0,20,38,0,86,0,0,0,NA
"2004","1558859","Bright Stars Child Care and Preschool","Child Care Center","1155 S Havana ST","Aurora","CO","80012","Arapahoe","Arapahoe County Early Childhood Council","Child Care Innovations",FALSE,"Denver Public Schools",4,2023-09-30,2027-09-30,TRUE,TRUE,71,0,9,15,0,47,0,0,0,NA
"2005","19731","PRIME TIME EARLY LEARNING CENTER","Child Care Center","1215 Summit AVE","Norwood","CO","81423","San Miguel","Bright Futures","Bright Futures",FALSE,NA,2,2024-01-22,2027-09-30,TRUE,TRUE,67,0,8,14,0,45,0,0,0,"Kerry Welch"
"2006","46640","East Side Child Care Center","Child Care Center","2717 E 8th ST","Pueblo","CO","81001","Pueblo","Pueblo Early Childhood Council","Childrens First",FALSE,"Dist 60",4,2025-07-31,2028-07-31,TRUE,TRUE,74,0,0,8,0,66,0,0,0,NA
"2007","47478","SOUTHSIDE CHILDRENS CENTER","Child Care Center","2601 Sprague","Pueblo","CO","81004","Pueblo","Pueblo Early Childhood Council","Childrens First",FALSE,"Dist 60",2,2024-05-31,2027-09-30,TRUE,TRUE,60,0,0,10,0,50,0,0,0,NA
"2008","46584","TRINITY LUTHERAN PRESCHOOL/DAY CARE","Child Care Center","208 N Dolores RD","Cortez","CO","81321","Montezuma","Montelores Early Childhood Council","ECC La Plata Co",FALSE,"District 10 RE-1 (Cortez)",4,2023-09-30,2027-09-30,TRUE,TRUE,80,0,0,10,0,70,0,0,0,NA
"2009","32318","DENVER CHILD CARE CENTER","Child Care Center","3151 W Florida AVE","Denver","CO","80219","Denver","Denver's Early Childhood Council","Denver's ECC",FALSE,"DENVER PUBLIC SCHOOLS",4,2024-04-30,2027-09-30,TRUE,TRUE,67,0,0,21,0,46,0,0,0,NA
"2010","46041","MOUNTAIN VIEW CHILD CARE CTR","Child Care Center","3939 W Florida Ave","Denver","CO","80219","Denver","Denver's Early Childhood Council","Denver's ECC",FALSE,NA,4,2025-11-30,2028-11-30,TRUE,TRUE,99,0,0,19,0,80,0,0,0,NA
"2011","1526293","SUNSHINE ACADEMY LLC","Child Care Center","1395 Lowell BLVD","Denver","CO","80204","Denver","Denver's Early Childhood Council","Denver's ECC",FALSE,"DENVER PUBLIC SCHOOLS",4,2023-11-03,2028-06-28,TRUE,TRUE,38,0,0,10,0,28,0,0,0,NA
"2012","1521060","LITTLE GIANTS LEARNING CENTER","Child Care Center","7420 Newport","Commerce City","CO","80022","Adams","Early Childhood Partnership of Adams County","Child Care Innovations",FALSE,"ADAMS 14",4,2023-07-31,2027-09-30,TRUE,TRUE,60,0,0,13,0,47,0,0,0,NA
"2013","25465","CHILDRENS CTR AT RED ROCKS COMM COLLEGE","Child Care Center","13300 W 6th AVE","Lakewood","CO","80228","Jefferson","Triad Early Childhood Council","Child Care Innovations",FALSE,"JEFFERSON COUNTY R-1",4,2025-08-31,2028-08-31,TRUE,TRUE,68,0,0,15,0,53,0,0,0,NA
"2014","46085","SEWALL CHILD DEVELOPMENT","Child Care Center","940 Fillmore ST","Denver","CO","80206","Denver","Denver's Early Childhood Council","Denver's ECC",FALSE,"DENVER PUBLIC SCHOOLS",4,2022-11-16,2027-09-01,TRUE,TRUE,118,0,0,28,0,90,0,0,0,NA
"2015","46028","HOPE CENTER INC","Child Care Center","3400 Elizabeth ST","Denver","CO","80205","Denver","Denver's Early Childhood Council","Denver's ECC",FALSE,"Denver Public Schools",3,2023-12-31,2027-09-30,TRUE,TRUE,192,0,0,10,0,182,0,0,0,NA
"2016","1620248","MASLOW ACADEMY OF APPLIED LEARNING","Child Care Center","120 N Hillcrest DR","Montrose","CO","81401","Montrose","Bright Futures","Bright Futures",FALSE,NA,4,2024-05-31,2027-09-30,TRUE,TRUE,169,0,10,34,0,72,53,0,0,NA
"2017","102079","NORTH FORK MONTESSORI @ CRAWFORD","Child Care Center","51 Fir AVE","Crawford","CO","81415","Delta","Bright Futures","Bright Futures",FALSE,NA,5,2024-03-31,2027-09-30,FALSE,FALSE,60,NA,NA,NA,0,60,NA,NA,NA,NA
"2018","1556055","Stepping Stones Learning Center","Child Care Center","14895 E 46th AVE","Denver","CO","80239","Denver","Denver's Early Childhood Council","Denver's ECC",FALSE,"Denver Public Schools",4,2023-01-31,2027-09-30,TRUE,TRUE,40,0,0,20,0,20,0,0,0,NA
"2019","46032","NOTRE DAME EARLY LEARNING CENTER","Child Care Center","2141 S Zenobia","Denver","CO","80219","Denver","Denver's Early Childhood Council","Denver's ECC",FALSE,"DENVER PUBLIC SCHOOLS",4,2024-01-31,2027-09-30,TRUE,FALSE,64,NA,NA,NA,0,64,NA,NA,NA,NA
"2020","46099","PARK HILL UNTD MTHDST CHILDRENS CTR","Child Care Center","5209 Montview BLVD","Denver","CO","80207","Denver","Denver's Early Childhood Council","Denver's ECC",FALSE,"DENVER PUBLIC SCHOOLS",4,2023-01-31,2027-09-30,FALSE,FALSE,134,NA,NA,NA,0,134,NA,NA,NA,NA
"2021","1538810","SMARTY PANTS ACADEMY INC","Child Care Center","3155 Elizabeth ST","Denver","CO","80205","Denver","Denver's Early Childhood Council","Denver's ECC",FALSE,"Denver Public Schools",4,2024-11-30,2027-11-30,TRUE,TRUE,27,NA,NA,NA,0,27,NA,NA,NA,NA
"2022","1530836","MARTIN SCHOOL OF EARLY EDUCATION","Child Care Center","776 S Lincoln","DENVER","CO","80209","Denver","Denver's Early Childhood Council","Denver's ECC",FALSE,"Denver Public Schools",3,2025-04-30,2028-04-30,TRUE,FALSE,22,NA,NA,NA,0,22,NA,NA,NA,NA
"2023","1524717","LIL' PEOPLES LEARNING CENTER","Child Care Center","18613 E 48th AVE BLDG D","Denver","CO","80249","Denver","Denver's Early Childhood Council","Denver's ECC",FALSE,"DENVER PUBLIC SCHOOLS",5,2022-11-30,2027-09-30,TRUE,TRUE,49,NA,NA,NA,0,49,NA,NA,NA,NA
"2024","45117","TLC Learning Center","Child Care Center","611 KORTE PARKWAY","LONGMONT","CO","80501","Boulder","Early Childhood Council of Boulder County","ECC Boulder Co",FALSE,"St Vrain",4,2022-08-31,2027-09-30,TRUE,TRUE,118,0,10,34,0,74,0,0,0,NA
"2025","1528291","ANA VILLALOBOS","Large Family Child Care Home",NA,"Denver","CO","80239","Denver","Denver's Early Childhood Council","Denver's ECC",FALSE,"Denver",2,2024-08-29,2027-08-29,TRUE,FALSE,11,NA,NA,NA,0,11,NA,NA,NA,NA
"2026","1564578","Rising Star Early Learning Center","Child Care Center","3400 S Federal BLVD, Unit D","Sheridan","CO","80110","Arapahoe","Arapahoe County Early Childhood Council","Child Care Innovations",FALSE,"SHERIDAN 2",5,2024-06-30,2027-09-30,TRUE,TRUE,152,0,20,29,0,103,0,0,0,NA
"2027","1517010","Jennifer Widener","Experienced Family Child Care Home",NA,"Greeley","CO","80634","Weld","Weld County’s Early Childhood Council","Promises for Children",FALSE,"School District 6 (Greeley, Evans)",1,NA,NA,TRUE,TRUE,9,9,0,0,NA,NA,0,0,0,NA
"2028","104440","PAMELA POWERS","Experienced Family Child Care Home",NA,"Littleton","CO","80123","Denver","Denver's Early Childhood Council","Denver's ECC",FALSE,"Denver and Jeffco",5,2022-09-30,2025-09-30,TRUE,FALSE,9,9,0,0,NA,NA,0,0,0,NA
"2029","1517815","Busy Bee Preschool and ELC Inc","Child Care Center","10916 Cimarron St","Firestone","CO","80504","Weld","Weld County’s Early Childhood Council","Promises for Children",FALSE,"School District RE1J (St Vrain)",1,NA,NA,TRUE,TRUE,74,0,10,24,0,40,0,0,0,"Carbon Valley Lutheran Church"
"2030","1621638","CHILDREN'S PALACE LEARNING CENTER","Child Care Center","120 S Shooting Star","Pueblo West","CO","81007","Pueblo","Pueblo Early Childhood Council","Childrens First",FALSE,"Dist 70",2,2023-06-30,2027-09-30,TRUE,TRUE,76,0,8,16,0,52,0,0,0,"Terry Bond"
"2031","33421","RENAISSANCE CHILDREN'S CENTER","Child Care Center","1797 Kendall ST","Lakewood","CO","80214","Jefferson","Triad Early Childhood Council","Child Care Innovations",FALSE,"Jefferson County Public School",5,2025-04-30,2028-04-30,TRUE,TRUE,67,0,5,32,0,30,0,0,0,NA
"2032","1533841","PLAY-N-LEARN CHILD CARE","Child Care Center","10101 E Hampden AVE # 115B","Denver","CO","80231","Denver","Denver's Early Childhood Council","Denver's ECC",FALSE,"DENVER PUBLIC SCHOOLS",5,2023-08-31,2027-09-30,TRUE,TRUE,62,0,10,28,0,24,0,0,0,"Jamal Elnaffar"
"2033","54037","THREE BEARS LEARNING CENTER #1 INC","Child Care Center","1461 S Dayton ST","Denver","CO","80247","Arapahoe","Arapahoe County Early Childhood Council","Child Care Innovations",FALSE,"Denver Public Schools",3,2025-07-31,2028-07-31,TRUE,TRUE,148,0,0,29,0,119,0,0,0,"Three Bears Learning Center, Inc."
"2034","64764","CHILDREN'S KIVA","Child Care Center","1204 E Empire","Cortez","CO","81321","Montezuma","Montelores Early Childhood Council","ECC La Plata Co",FALSE,"District 10 RE-1 (Cortez)",4,2023-11-30,2027-09-30,TRUE,TRUE,47,0,0,7,0,40,0,0,0,NA
"2035","1552927","Digna Medina","Large Family Child Care Home",NA,"Denver","CO","80249","Denver","Denver's Early Childhood Council","Denver's ECC",FALSE,NA,3,2024-12-31,2027-12-31,FALSE,FALSE,12,12,0,0,NA,NA,0,0,0,NA
"2036","47378","THOMPSON VALLEY PRESCHOOL, INC.","Preschool Program","803 E 16th ST","Loveland","CO","80538","Larimer","Early Childhood Council of Larimer County","ECC of Larimer County",FALSE,NA,4,2022-05-31,2027-09-30,TRUE,FALSE,40,NA,NA,NA,0,40,NA,NA,NA,NA
"2037","1536881","The Children's Academy & Childcare Center","Child Care Center","14551 E Tennessee DR","Aurora","CO","80012","Arapahoe","Arapahoe County Early Childhood Council","Child Care Innovations",FALSE,"AURORA PUBLIC SCHOOLS",5,2024-06-30,2027-09-30,TRUE,FALSE,106,NA,NA,NA,0,106,NA,NA,NA,NA
"2038","59756","LILLEY GULCH RECREATION CENTER","Child Care Center","6147 S Holland WAY","Littleton","CO","80123","Jefferson","Triad Early Childhood Council","Child Care Innovations",FALSE,"Jefferson County Public School",4,2024-03-31,2027-09-30,TRUE,FALSE,77,NA,NA,NA,0,77,NA,NA,NA,NA
"2039","2561","LAURA ROUSH","Experienced Family Child Care Home",NA,"Fort Collins","CO","80526","Larimer","Early Childhood Council of Larimer County","ECC of Larimer County",FALSE,NA,2,2025-02-03,2028-02-03,FALSE,FALSE,9,9,0,0,NA,NA,0,0,0,NA
"2040","34176","El Nidito at The Family Center","Child Care Center","309 Hickory St #5","Fort Collins","CO","80524","Larimer","Early Childhood Council of Larimer County","ECC of Larimer County",FALSE,NA,5,2025-02-28,2027-09-30,TRUE,TRUE,76,0,12,24,0,40,0,0,0,NA
"2041","33420","The Cottage School North","Child Care Center","1301 North ST","Boulder","CO","80304","Boulder","Early Childhood Council of Boulder County","ECC Boulder Co",FALSE,"BOULDER VALLEY SCHOOL DISTRICT",1,NA,NA,TRUE,TRUE,84,0,20,20,0,44,0,0,0,NA
"2042","46082","Mile High Early Learning at Westwood","Child Care Center","980 S Lowell BLVD","Denver","CO","80219","Denver","Denver's Early Childhood Council","Denver's ECC",FALSE,"DENVER PUBLIC SCHOOLS",4,2023-06-30,2028-06-30,TRUE,TRUE,128,0,10,33,0,85,0,0,0,NA
"2043","66567","Teaching Tree Early Childhood Learning Cen","Child Care Center","2500 E 1st Street","Loveland","CO","80537","Larimer","Early Childhood Council of Larimer County","ECC of Larimer County",FALSE,"Thompson School District",4,2025-02-28,2028-02-28,TRUE,TRUE,200,0,20,48,0,132,0,0,0,"Anne Lance"
"2044","47023","Trinity Early Learning Academy","Child Care Center","701 W Evans","Pueblo","CO","81004","Pueblo","Pueblo Early Childhood Council","Childrens First",FALSE,"Dist 60",1,NA,NA,TRUE,TRUE,60,0,0,10,0,50,0,0,0,NA
"2045","87962","Louisville Preschool INC","Child Care Center","628 LaFarge AVE","Louisville","CO","80027","Boulder","Early Childhood Council of Boulder County","ECC Boulder Co",FALSE,"BOULDER VALLEY SCHOOL DISTRICT",4,2022-11-30,2027-09-30,FALSE,FALSE,30,NA,NA,NA,0,30,NA,NA,NA,NA
"2046","47518","Bal Swan Childrens Center Preschool","Child Care Center","1145 E 13th AVE","Broomfield","CO","80020","Broomfield","Broomfield Early Childhood Council","Child Care Innovations",FALSE,"BOULDER VALLEY RE 2",4,2022-12-31,2027-09-30,TRUE,FALSE,134,0,0,24,0,110,0,0,0,NA
"2047","95125","Superior Child Care, INC","Child Care Center","4601  9TH ST","GREELEY","CO","80634","Weld","Weld County’s Early Childhood Council","Promises for Children",FALSE,"School District 6 (Greeley, Evans)",3,2023-08-31,2027-09-30,TRUE,TRUE,73,0,0,20,0,53,0,0,0,NA
"2048","1515102","Babette Torres","Large Family Child Care Home",NA,"Denver","CO","80239","Denver","Denver's Early Childhood Council","Denver's ECC",FALSE,"Denver",1,NA,NA,FALSE,FALSE,12,NA,NA,NA,0,12,NA,NA,NA,NA
"2049","1561709","Natalie Payant","Experienced Family Child Care Home",NA,"Littleton","CO","80127","Jefferson","Triad Early Childhood Council","Child Care Innovations",FALSE,"Jefferson County Public School",2,2023-03-30,2027-09-30,FALSE,FALSE,9,9,0,0,NA,NA,0,0,0,NA
"2050","46680","ABC Central Child Development Center","Child Care Center","1511 12th AVE","Greeley","CO","80631","Weld","Weld County’s Early Childhood Council","Promises for Children",FALSE,"School District 6 (Greeley, Evans)",5,2024-06-30,2027-09-30,TRUE,TRUE,119,0,0,26,0,93,0,0,0,NA
"2051","36533","ABC West Child Development Center","Child Care Center","5000 W 11th ST","Greeley","CO","80634","Weld","Weld County’s Early Childhood Council","Promises for Children",FALSE,"School District 6 (Greeley, Evans)",5,2024-08-31,2027-08-31,TRUE,TRUE,218,0,0,62,0,156,0,0,0,NA
"2052","1587340","ACTIVE LEARNER'S","Child Care Center","55 E Costilla AVE","Littleton","CO","80122","Arapahoe","Arapahoe County Early Childhood Council","Child Care Innovations",FALSE,"LITTLETON 6",1,NA,NA,TRUE,FALSE,98,0,20,20,0,58,0,0,0,NA
"2053","5430","ADVANTAGE LEARNING CENTER","Child Care Center","155 Van Gordon ST","Lakewood","CO","80228","Jefferson","Triad Early Childhood Council","Child Care Innovations",FALSE,"Jefferson County Public School",4,2024-09-13,2029-09-01,TRUE,TRUE,92,0,8,20,0,64,0,0,0,NA
"2054","1593573","Southeast Center for Judaism Inc","Child Care Center","9550 E. Belleview Ave","Greenwood Village","CO","80111","Arapahoe","Arapahoe County Early Childhood Council","Child Care Innovations",FALSE,"CHERRY CREEK 5",2,2025-04-21,2028-04-21,TRUE,TRUE,15,0,7,8,NA,NA,0,0,0,"Aish of the Rockies"
"2055","47695","ALAYA PRESCHOOL KINDERGARTEN","Child Care Center","3340 19th ST","Boulder","CO","80304","Boulder","Early Childhood Council of Boulder County","ECC Boulder Co",FALSE,"Boulder Valley School District",1,NA,NA,TRUE,TRUE,49,0,0,10,0,39,0,0,0,NA
"2056","1593857","Alpine Elementary Preschool Academy","Child Care Center","2005 Alpine ST","Longmont","CO","80504","Boulder","Early Childhood Council of Boulder County","ECC Boulder Co",TRUE,"St. Vrain Valley School District",1,NA,NA,FALSE,FALSE,40,NA,NA,NA,40,0,NA,NA,NA,NA
"2057","1635231","Nancy Schuler","Large Family Child Care Home",NA,"Longmont","CO","80503","Boulder","Early Childhood Council of Boulder County","ECC Boulder Co",FALSE,"St Vrain",1,NA,NA,FALSE,FALSE,12,NA,NA,NA,0,12,NA,NA,NA,NA
"2058","1640606","AMERICAN ACADEMY KINDIE PREP","Child Care Center","11155 Motsenbocker","Parker","CO","80134","Douglas","Douglas County Early Childhood Council","Child Care Innovations",FALSE,"Douglas County School District",1,NA,NA,FALSE,FALSE,134,NA,NA,NA,134,0,NA,NA,NA,NA
"2059","68582","CAMPBELL COTTAGE #5","Child Care Center","10425 W 64th PL","Arvada","CO","80004","Jefferson","Triad Early Childhood Council","Child Care Innovations",FALSE,"Jefferson County Public School",1,NA,NA,FALSE,FALSE,30,0,0,10,0,20,0,0,0,"Apex Park and Recreation District"
"2060","38313","Apple Tree Christian Preschool & Kindergarten","Child Care Center","545 W 10th AVE","Broomfield","CO","80020","Broomfield","Broomfield Early Childhood Council","Child Care Innovations",FALSE,"BOULDER VALLEY RE 2",2,2023-12-27,2027-09-30,FALSE,FALSE,110,NA,NA,NA,0,110,NA,NA,NA,NA
"2061","1535013","Aspen Academy","Child Care Center","5859 S University Blvd","Greenwood Village","CO","80121","Arapahoe","Arapahoe County Early Childhood Council","Child Care Innovations",FALSE,"Arapahoe",4,2025-06-06,2029-01-31,TRUE,FALSE,60,NA,NA,NA,0,60,NA,NA,NA,NA
"2062","56772","ASPEN COUNTRY DAY PREKINDERGARTEN","Child Care Center","85 Country Day WAY","Aspen","CO","81611","Pitkin","Rocky Mountain Early Childhood Council","Mountain Valley Developmental Svcs",FALSE,"Aspen",4,2025-08-22,2035-06-30,TRUE,FALSE,50,NA,NA,NA,0,50,NA,NA,NA,NA
"2063","1547075","Authentic Life Early Learning Center","Child Care Center","6500 W Coal Mine AVE","Littleton","CO","80123","Jefferson","Triad Early Childhood Council","Child Care Innovations",FALSE,"Jefferson County Public School",2,2025-01-31,2028-01-31,TRUE,TRUE,208,0,20,40,0,64,84,0,0,NA
"2064","1536321","Aspen Crossing Elementary Preschool","Preschool Program","4655 S Himalaya Street","Aurora","CO","80015","Arapahoe","Arapahoe County Early Childhood Council","Child Care Innovations",TRUE,"Cherry Creek School District",4,2020-02-28,2023-02-28,TRUE,FALSE,45,NA,NA,NA,45,0,NA,NA,NA,NA
"2065","45480","AUGUSTANA EARLY LEARNING CENTER","Child Care Center","5000 E Alameda AVE","Denver","CO","80246","Denver","Denver's Early Childhood Council","Denver's ECC",FALSE,"Denver Public Schools",4,2024-12-31,2027-12-31,TRUE,TRUE,116,0,0,36,0,80,0,0,0,NA
"2066","1594131","AXL ACADEMY","Preschool Program","450 S Chambers Rd","Aurora","CO","80017","Arapahoe","Arapahoe County Early Childhood Council","Child Care Innovations",FALSE,"Aurora Public Schools",4,2022-11-30,2027-09-30,TRUE,FALSE,22,NA,NA,NA,0,22,NA,NA,NA,"AXL Academy - Kaarem Zobeck Director"
"2067","1521009","Tammie Curry","Family Child Care Home",NA,"Greeley","CO","80634","Weld","Weld County’s Early Childhood Council","Promises for Children",FALSE,"School District 6 (Greeley, Evans)",1,NA,NA,FALSE,FALSE,6,6,0,0,NA,NA,0,0,0,NA
"2068","1625274","Back to Basics Child Care Center","Child Care Center","647 17th AVE","Longmont","CO","80501","Boulder","Early Childhood Council of Boulder County","ECC Boulder Co",FALSE,"St Vrain",4,2024-03-31,2027-09-30,TRUE,TRUE,62,0,8,24,30,0,0,0,0,NA
"2069","1513176","JOEY DAME","Large Family Child Care Home",NA,"Parker","CO","80138","Douglas","Douglas County Early Childhood Council","Child Care Innovations",FALSE,"Douglas County School District",3,2024-05-31,2027-09-30,TRUE,FALSE,12,NA,NA,NA,0,12,NA,NA,NA,NA
"2070","88835","BES Early Childhood Center","Child Care Center","151 Cottonwood DR","Basalt","CO","81621","Eagle","Rocky Mountain Early Childhood Council","Mountain Valley Developmental Svcs",TRUE,"Roaring Fork School District RE 1",3,2024-01-31,2027-09-30,TRUE,TRUE,104,0,9,20,75,0,0,0,0,NA
"2071","81793","Becky Wyzykowski","Experienced Family Child Care Home",NA,"Colorado Springs","CO","80920","El Paso","Alliance for Kids","Alliance for Kids",FALSE,NA,2,2025-01-09,2028-01-09,FALSE,FALSE,8,8,0,0,NA,NA,0,0,0,NA
"2072","1561484","THE BELLA VITA SCHOOL","Child Care Center","641 Terry ST","Longmont","CO","80501","Boulder","Early Childhood Council of Boulder County","ECC Boulder Co",FALSE,"St Vrain",1,NA,NA,FALSE,FALSE,15,NA,NA,NA,0,15,NA,NA,NA,NA
"2073","1610112","BEN FRANKLIN ACADEMY PRESCHOOL","Child Care Center","2270 Plaza DR","Highlands Ranch","CO","80129","Douglas","Douglas County Early Childhood Council","Child Care Innovations",FALSE,"Douglas County School District",1,NA,NA,FALSE,FALSE,32,NA,NA,NA,32,0,NA,NA,NA,NA
"2074","18848","BERGEN MEADOW PRESCHOOL","Child Care Center","1422 Sugarbush Drive","Evergreen","CO","80439","Jefferson","Triad Early Childhood Council","Child Care Innovations",TRUE,"Jefferson County Public School",4,2024-01-26,2027-09-30,TRUE,FALSE,60,NA,NA,NA,0,60,NA,NA,NA,"Jeffco Public Schools"
"2075","103053","CASTLE KIDS EARLY LEARNING CENTER","Child Care Center","2600 Wadsworth BLVD","Wheat Ridge","CO","80033","Jefferson","Triad Early Childhood Council","Child Care Innovations",FALSE,"Jefferson County Public School",1,NA,NA,TRUE,FALSE,30,NA,NA,NA,30,0,NA,NA,NA,NA
"2076","104591","BETHUNE PRESCHOOL","Child Care Center","145 W 3rd AVE","Bethune","CO","80805","Kit Carson","Early Childhood Council of Yuma, Washington, and Kit Carson","ECC Yuma, Washington, Kit Carson",TRUE,"BETHUNE R-5",1,NA,NA,FALSE,FALSE,15,NA,NA,NA,15,0,NA,NA,NA,NA
"2077","96559","BETTY ADAMS PRESCHOOL","Child Care Center","6450 W 95th PL","Westminster","CO","80021","Jefferson","Triad Early Childhood Council","Child Care Innovations",TRUE,"Jefferson County Public School",4,2024-01-26,2027-09-30,TRUE,TRUE,60,NA,NA,NA,0,60,NA,NA,NA,NA
"2078","1564112","Bloom Montessori","Child Care Center","327 Terry ST","Longmont","CO","80501","Boulder","Early Childhood Council of Boulder County","ECC Boulder Co",FALSE,"St Vrain",1,NA,NA,FALSE,FALSE,24,NA,NA,NA,0,24,NA,NA,NA,NA
"2079","1553092","Blue Mountain Elementary Preschool Program","Preschool Program","1260 Mountain DR","Longmont","CO","80503","Boulder","Early Childhood Council of Boulder County","ECC Boulder Co",TRUE,"St Vrain",1,NA,NA,FALSE,FALSE,20,NA,NA,NA,20,0,NA,NA,NA,NA
"2080","69032","Boulder Country Day","Child Care Center","4820 Nautilus CT","Boulder","CO","80301","Boulder","Early Childhood Council of Boulder County","ECC Boulder Co",FALSE,"BOULDER VALLEY SCHOOL DISTRICT",4,2025-07-18,2027-09-30,FALSE,FALSE,80,NA,NA,NA,0,80,NA,NA,NA,NA
"2081","1505273","BOULDER COUNTY HEAD START","Child Care Center","2675 Mapleton AVE","Boulder","CO","80304","Boulder","Early Childhood Council of Boulder County","ECC Boulder Co",FALSE,"Boulder Valley School District",4,NA,2027-09-30,TRUE,TRUE,36,NA,NA,NA,36,0,NA,NA,NA,NA
"2082","59025","Boulder County Head Start","Child Care Center","2800 Dagny Way","Lafayette","CO","80026","Boulder","Early Childhood Council of Boulder County","ECC Boulder Co",FALSE,"Boulder Valley School District",1,NA,2027-09-30,TRUE,TRUE,64,NA,NA,NA,64,0,NA,NA,NA,NA
"2083","46905","BOULDER MONTESSORI SCHOOL","Child Care Center","3300 Redstone RD","Boulder","CO","80305","Boulder","Early Childhood Council of Boulder County","ECC Boulder Co",FALSE,"BOULDER VALLEY SCHOOL DISTRICT",4,2021-11-09,2027-09-30,TRUE,TRUE,90,0,0,13,0,77,0,0,0,NA
"2084","38200","BOULDER WALDORF KINDERGARTEN","Child Care Center","4072 19th ST","Boulder","CO","80304","Boulder","Early Childhood Council of Boulder County","ECC Boulder Co",FALSE,"Boulder Valley School District",2,2025-01-07,2028-01-07,TRUE,TRUE,59,0,0,21,0,38,0,0,0,NA
"2085","76638","Brenda Kenyon","Experienced Family Child Care Home",NA,"Fort Collins","CO","80526","Larimer","Early Childhood Council of Larimer County","ECC of Larimer County",FALSE,NA,1,NA,NA,FALSE,FALSE,9,9,0,0,NA,NA,0,0,0,NA
"2086","1531921","BRIGHT HORIZONS CHILDREN'S CENTERS LLC","Child Care Center","3507 Richmond DR","Fort Collins","CO","80526","Larimer","Early Childhood Council of Larimer County","ECC of Larimer County",FALSE,NA,4,2025-12-10,2030-08-01,TRUE,FALSE,63,0,20,43,NA,NA,0,0,0,NA
"2087","1531919","BRIGHT HORIZONS CHILDREN'S CENTERS LLC","Child Care Center","3513 Richmond DR","Fort Collins","CO","80526","Larimer","Early Childhood Council of Larimer County","ECC of Larimer County",FALSE,"Poudre School District",4,2025-07-18,2030-08-01,TRUE,FALSE,134,0,0,14,0,120,0,0,0,NA
"2088","1531920","BRIGHT HORIZONS CHILDREN'S CENTERS, LLC","Child Care Center","2815 Iowa DR","Fort Collins","CO","80525","Larimer","Early Childhood Council of Larimer County","ECC of Larimer County",FALSE,NA,4,2026-01-09,2030-11-01,TRUE,FALSE,112,0,8,28,0,76,0,0,0,NA
